timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2023-12-03T11:55:30,codecarbon,addc1e99-f8f1-4a73-98c1-34482b133945,0.1577033996582031,1.1128851737522649e-08,7.056824241990126e-08,42.5,0.0,64.76960134506226,1.8598763479126825e-06,0,2.8215827028461147e-06,4.681459050758797e-06,Canada,CAN,quebec,,,Linux-5.15.113-18826-x86_64-with-glibc2.31,3.10.12,2.3.2,60,Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz,,,-71.2,46.8,172.71893692016602,machine,N,1.0
2023-12-03T11:55:46,codecarbon,eaa133d8-e2ed-4d0d-a36a-e075f4c9edf5,8.527199506759644,6.039349445758357e-07,7.082453554617634e-08,42.5,0.0,64.76960134506226,0.000100666638712,0,0.0001533844331358,0.0002540510718479,Canada,CAN,quebec,,,Linux-5.15.113-18826-x86_64-with-glibc2.31,3.10.12,2.3.2,60,Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz,,,-71.2,46.8,172.71893692016602,machine,N,1.0
2023-12-03T11:57:02,codecarbon,b650282d-da74-43b8-897a-01323e2a4e4c,0.1688385009765625,1.1764644904316548e-08,6.967987062352365e-08,42.5,0.0,64.76960134506226,1.9831923974884883e-06,0,2.96571919422405e-06,4.948911591712539e-06,Canada,CAN,quebec,,,Linux-5.15.113-18826-x86_64-with-glibc2.31,3.10.12,2.3.2,60,Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz,,,-71.2,46.8,172.71893692016602,machine,N,1.0
2023-12-03T11:57:18,codecarbon,2f83167c-5548-406c-af8e-1cbd1d725d53,8.358144044876099,5.919923320605395e-07,7.082820407043071e-08,42.5,0.0,64.76960134506226,9.867094357808432e-05,0,0.0001503563528823,0.0002490272964604,Canada,CAN,quebec,,,Linux-5.15.113-18826-x86_64-with-glibc2.31,3.10.12,2.3.2,60,Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz,,,-71.2,46.8,172.71893692016602,machine,N,1.0
2023-12-03T12:00:07,codecarbon,fbdc855b-3c5c-43e3-9c72-11612ae540b0,0.0023038387298583,1.2985961638526574e-10,5.63666261454192e-08,42.5,0.0,64.76960134506226,2.5500853856404623e-08,0,2.9125848951139232e-08,5.4626702807543855e-08,Canada,CAN,quebec,,,Linux-5.15.113-18826-x86_64-with-glibc2.31,3.10.12,2.3.2,60,Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz,,,-71.2,46.8,172.71893692016602,machine,N,1.0
2023-12-03T12:00:17,codecarbon,6a3205d9-5151-43cc-a1f1-84e467b616ba,0.1900572776794433,1.3418454716835064e-08,7.060216204647031e-08,42.5,0.0,64.76960134506226,2.2422230905956696e-06,0,3.4023795838675138e-06,5.644602674463183e-06,Canada,CAN,quebec,,,Linux-5.15.113-18826-x86_64-with-glibc2.31,3.10.12,2.3.2,60,Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz,,,-71.2,46.8,172.71893692016602,machine,N,1.0
2023-12-03T12:00:35,codecarbon,f59d0a39-2d53-4fda-860e-0ff677a425df,8.329896450042725,5.900090347695034e-07,7.08302964278118e-08,42.5,0.0,64.76960134506226,9.833765361044142e-05,0,0.0001498553496747,0.0002481930032851,Canada,CAN,quebec,,,Linux-5.15.113-18826-x86_64-with-glibc2.31,3.10.12,2.3.2,60,Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz,,,-71.2,46.8,172.71893692016602,machine,N,1.0
2023-12-03T12:01:23,codecarbon,8f7f93fd-cd65-4ff0-ab56-bda7575b7eb5,0.1600768566131591,1.1292142830893532e-08,7.054200756941436e-08,42.5,0.0,64.76960134506226,1.888098981645372e-06,0,2.862050045851276e-06,4.750149027496648e-06,Canada,CAN,quebec,,,Linux-5.15.113-18826-x86_64-with-glibc2.31,3.10.12,2.3.2,60,Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz,,,-71.2,46.8,172.71893692016602,machine,N,1.0
2023-12-03T12:01:38,codecarbon,a4030175-73f6-4491-b27b-115b8dfa9567,8.183475971221924,5.796187820894075e-07,7.08279445223154e-08,42.5,0.0,64.76960134506226,9.660891244808834e-05,0,0.0001472133306188,0.0002438222430669,Canada,CAN,quebec,,,Linux-5.15.113-18826-x86_64-with-glibc2.31,3.10.12,2.3.2,60,Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz,,,-71.2,46.8,172.71893692016602,machine,N,1.0
2023-12-03T12:04:51,codecarbon,16ccb3ce-fb72-4e5d-b4c3-860121c753c2,0.1664631366729736,1.1740035864514441e-08,7.05263405409596e-08,42.5,0.0,64.76960134506226,1.96352352698644e-06,0,2.975036034271454e-06,4.938559561257894e-06,Canada,CAN,quebec,,,Linux-5.15.113-18826-x86_64-with-glibc2.31,3.10.12,2.3.2,60,Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz,,,-71.2,46.8,172.71893692016602,machine,N,1.0
